epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec,is_best,no_improve_count
1,1.0795547059382211,63.09195690303182,0.9511181053086,66.40969162995594,0.001,245.65672421455383,1,0
2,0.6376681088415551,78.72713605612628,0.8276765708881327,76.431718061674,0.001,245.7423858642578,1,0
3,0.5472910794301369,81.25783011776497,0.8315451581539824,74.00881057268722,0.001,245.6438500881195,0,1
4,0.4923461266431376,82.53570533700827,0.6704035900237801,78.52422907488987,0.001,245.678861618042,1,0
5,0.45094211514926263,84.74066649962415,0.8257084792799887,75.22026431718062,0.001,245.66886687278748,0,1
6,0.4462040836382139,84.01403157103483,0.6800931154500021,78.9647577092511,0.001,245.70741963386536,1,0
7,0.38844334050187845,86.64495114006515,0.5418876312705914,82.59911894273128,0.001,245.7478952407837,1,0
8,0.3806913885234502,87.1460786770233,0.5637077914985791,79.73568281938326,0.001,245.75062108039856,0,1
9,0.353896764063411,87.24630418441494,0.6700894371134594,77.97356828193833,0.001,245.69143629074097,0,2
10,0.3483493833412236,88.29867201202705,0.4815930328967813,83.37004405286343,0.001,245.7634961605072,1,0
11,0.35287680745542993,88.14833375093961,0.7033630243875907,78.19383259911895,0.001,245.64354944229126,0,1
12,0.3325053545070214,88.67451766474568,1.0549050627300918,70.9251101321586,0.001,245.60626888275146,0,2
13,0.3131632683749666,89.401152593335,0.5491883213168199,84.36123348017621,0.001,245.6873345375061,1,0
14,0.3027985806611211,89.72688549235781,0.5263567883931592,84.2511013215859,0.001,245.61397790908813,0,1
15,0.29173235365604283,90.32823853670759,0.4004700997852544,86.89427312775331,0.001,245.60476875305176,1,0
16,0.2749187707587371,90.82936607366575,0.44826119914979135,83.14977973568281,0.001,245.66745352745056,0,1
17,0.271744371237118,90.30318215985969,0.4888242936738262,82.48898678414096,0.001,245.65672063827515,0,2
18,0.29463136799500955,89.42620897018291,0.46954896215694064,85.57268722466961,0.001,245.59622049331665,0,3
19,0.2690968625350155,90.62891505888248,0.5334771078916898,82.37885462555066,0.001,245.59088015556335,0,4
20,0.283800851892511,89.85216737659735,0.4275386279637593,85.35242290748899,0.0005,245.62189531326294,0,5
21,0.22122518452777207,92.55825607617139,0.3612157618750034,88.32599118942731,0.0005,245.69432616233826,1,0
22,0.19170128808930176,93.03432723628164,0.39392908482036926,87.33480176211454,0.0005,245.64356756210327,0,1
23,0.20241881573567622,92.88398897519419,0.39762071767895757,87.55506607929516,0.0005,245.62387681007385,0,2
24,0.1787460322175161,93.61062390378352,0.41968784248251223,86.12334801762114,0.0005,245.63511323928833,0,3
25,0.19634761561788255,93.05938361312954,0.45166341993252085,84.80176211453744,0.0005,245.54960179328918,0,4
26,0.17753678804813725,94.1869205712854,0.38490973022409475,87.22466960352423,0.0005,245.54535603523254,0,5
27,0.17611045314013524,93.76096216487096,0.37997665167642586,87.33480176211454,0.0005,245.56222891807556,0,6
