epoch,train_loss,train_acc,val_loss,val_acc,epoch_time_sec,lr
1,1.2314547658773092,56.351791530944624,1.3591065918821594,55.83700440528634,266.08271312713623,0.001
2,0.7963340083807818,72.38787271360562,1.7983378359662279,54.40528634361233,266.03964042663574,0.001
3,0.6696280699808536,77.173640691556,1.1723324044685532,64.42731277533039,264.16848731040955,0.001
4,0.5955563320518585,79.57905286895515,0.7046644627260217,75.55066079295155,263.91921854019165,0.001
5,0.5277560864346752,81.7088449010273,0.7617993609495625,73.6784140969163,266.56040239334106,0.001
6,0.5062787895347802,82.91155098972689,0.6878988385725652,75.0,266.4349687099457,0.001
7,0.4645179047736271,83.8887496867953,0.7678651426988551,72.13656387665198,264.52504777908325,0.001
8,0.44451175792508185,85.14156852919068,0.5680236409414182,83.14977973568281,263.95731496810913,0.001
9,0.4507178734475525,84.61538461538461,0.7529380028074534,75.88105726872247,265.9670214653015,0.001
10,0.4004621268125203,86.21899273365071,0.5661354532982285,80.61674008810573,266.44436407089233,0.001
11,0.40091767195501116,86.24404911049862,0.723709204582916,76.2114537444934,264.1180431842804,0.001
12,0.42549821398396204,85.5174141819093,0.49422447252116014,82.37885462555066,264.2195360660553,0.001
13,0.37087414664034557,87.27136056126284,0.6720157545962523,76.54185022026432,266.2642652988434,0.001
14,0.3580983279119366,87.64720621398146,0.48114357878851993,83.70044052863436,266.49210119247437,0.001
15,0.36047075191137934,87.4467551991982,0.6049704248422043,78.08370044052863,264.4139811992645,0.001
16,0.3426683626059033,88.07316462039589,0.5214799407885988,82.26872246696036,263.62988567352295,0.001
17,0.35999332232094144,87.92282635930844,0.4825349997253145,83.37004405286343,266.46547627449036,0.001
18,0.351271087067135,87.74743172137309,0.5548471064031912,79.62555066079295,266.1294322013855,0.001
19,0.3168393619838319,88.62440491104987,0.46895753457682776,85.46255506607929,264.211270570755,0.001
20,0.34401487191871605,88.37384114257078,0.6475198644373386,81.93832599118943,263.9318513870239,0.0005
21,0.28332401861734663,90.6539714357304,0.47465841248959695,84.03083700440529,266.2423117160797,0.0005
22,0.2515670739224428,90.90453520420947,0.3650257753840102,88.32599118942731,266.5664656162262,0.0005
23,0.2434724376718223,91.60611375595089,0.40304322104228224,87.11453744493392,264.545214176178,0.0005
24,0.23816524608426154,91.6562265096467,0.44647461276846045,86.12334801762114,264.2170796394348,0.0005
25,0.24197265127194434,91.73139564019043,0.3959839873442566,86.78414096916299,266.12412571907043,0.0005
