epoch,train_loss,train_acc,val_loss,val_acc,epoch_time_sec,lr
1,1.0394114139563337,64.26960661488349,1.0771835812650588,62.00440528634361,265.58297848701477,0.001
2,0.6811024204169082,76.1964419944876,1.1129902502119804,67.29074889867842,264.0144717693329,0.001
3,0.5667415056961038,80.7316462039589,0.5960292074386244,78.63436123348018,265.3495738506317,0.001
4,0.49956110651497254,82.46053620646454,0.5478959501380437,83.14977973568281,265.8951177597046,0.001
5,0.4557500232493659,84.38987722375344,0.6221298125740715,80.39647577092511,263.74082922935486,0.001
6,0.45915735160698123,83.963918817339,0.678784634638988,80.83700440528635,263.19899439811707,0.001
7,0.4220849668485304,86.09371084941118,0.41937646913108323,86.34361233480176,265.5971088409424,0.001
8,0.3770093873415756,86.79528940115259,0.5097888089092818,83.92070484581498,264.68766593933105,0.001
9,0.3753622817801999,87.84765722876472,0.40083934589892234,87.77533039647577,263.7250680923462,0.001
10,0.35653478868232874,87.92282635930844,0.5328691690372476,80.50660792951543,263.2128357887268,0.001
11,0.36807748653690964,87.02079679278377,0.5061055432332244,83.37004405286343,265.31649804115295,0.001
12,0.3370672246173819,88.7496867952894,0.683265857956483,78.08370044052863,265.4369168281555,0.001
13,0.3463481811690348,88.22350288148334,0.46440391170295847,85.68281938325991,263.665988445282,0.001
14,0.2890435234104234,90.32823853670759,0.42405242403960963,87.33480176211454,263.10977697372437,0.001
15,0.3164799980533598,89.676772738662,0.4979471575124148,83.70044052863436,265.5653178691864,0.001
16,0.2972112258135959,89.77699824605362,0.4691514308822838,85.13215859030836,265.5941300392151,0.001
17,0.30959295869560594,89.3760962164871,0.35961439293124076,89.31718061674009,263.53391432762146,0.001
18,0.27409914601150837,90.85442245051365,0.39883918748421815,85.90308370044053,263.16189408302307,0.001
19,0.2672107075874264,91.02981708844901,0.4354841679597216,86.01321585903084,263.9250977039337,0.001
20,0.2754911329962203,90.50363317464294,0.5022092860536691,85.24229074889868,262.7791347503662,0.0005
21,0.24637994456189644,91.85667752442997,0.3056422593113084,89.31718061674009,265.5142865180969,0.0005
22,0.20954489129598025,92.93410172889,0.3404667885883789,88.43612334801762,266.21319484710693,0.0005
23,0.19729182613251414,93.03432723628164,0.304943258082289,90.30837004405286,263.80478954315186,0.0005
24,0.19915595036107356,93.18466549736908,0.514879955339865,83.14977973568281,263.27751421928406,0.0005
25,0.1938716675577472,92.9090453520421,0.34278972309066336,88.76651982378854,265.4919056892395,0.0005
